surface_m2,nb_chambres,quartier,annee_construction,garage,prix
205,8,Centre-Ville,2020,1,1173500
108,4,Banlieue Nord,2000,1,378600
178,7,Zone Industrielle,2020,0,391500
69,2,Quartier Résidentiel,2015,0,230800
199,7,Centre-Ville,2009,0,1151500
76,2,Centre-Ville,2016,1,415300
158,5,Banlieue Sud,2013,1,500200
32,1,Banlieue Sud,1969,0,79400
98,4,Centre-Ville,2007,1,618100
99,4,Banlieue Sud,1978,0,302300
159,6,Quartier Résidentiel,1969,0,599400
50,1,Banlieue Sud,2001,0,132900
36,1,Quartier Résidentiel,2011,0,150600
210,8,Banlieue Nord,2001,0,632300
147,5,Zone Industrielle,1957,0,246600
77,3,Quartier Résidentiel,1966,1,296500
46,2,Banlieue Nord,2011,0,152500
71,3,Centre-Ville,2020,0,469300
271,10,Banlieue Sud,2013,0,559300
99,3,Centre-Ville,1985,0,601400
53,2,Centre-Ville,1984,1,266000
220,8,Quartier Résidentiel,1975,0,698300
111,3,Banlieue Nord,2011,0,324100
278,10,Banlieue Sud,1970,0,837000
59,1,Banlieue Sud,1958,0,153000
105,4,Banlieue Nord,1952,0,266500
93,3,Banlieue Nord,1958,0,285100
33,1,Banlieue Sud,2017,0,85000
50,2,Quartier Résidentiel,1993,1,208600
60,2,Banlieue Sud,2013,1,199800
52,2,Zone Industrielle,1969,0,89600
199,6,Banlieue Sud,2010,1,559900
160,5,Banlieue Nord,2004,0,462800
61,2,Centre-Ville,1974,1,323300
364,10,Centre-Ville,2023,0,1924100
92,3,Quartier Résidentiel,1954,0,297100
134,5,Banlieue Nord,2006,1,464800
36,1,Quartier Résidentiel,2021,1,150200
158,6,Zone Industrielle,1957,0,280800
67,3,Banlieue Nord,2005,0,238800
83,3,Banlieue Sud,1975,0,182900
222,8,Centre-Ville,1994,1,1235700
178,6,Centre-Ville,1972,0,718700
81,2,Centre-Ville,1987,1,395900
124,5,Banlieue Sud,1981,0,332600
37,1,Quartier Résidentiel,1980,1,148500
75,3,Banlieue Sud,2012,1,226500
160,7,Centre-Ville,2020,0,906300
111,3,Banlieue Nord,1955,1,301000
77,3,Quartier Résidentiel,2010,1,366000
172,6,Centre-Ville,2017,0,1098300
77,2,Banlieue Sud,2008,1,237400
68,3,Banlieue Sud,1967,1,198900
43,1,Centre-Ville,1953,1,257300
61,2,Banlieue Nord,2014,1,221100
82,3,Quartier Résidentiel,1954,1,280000
62,2,Banlieue Sud,1970,0,164900
252,9,Quartier Résidentiel,1969,1,845900
33,1,Centre-Ville,2018,1,194400
77,2,Banlieue Sud,2003,1,236600
124,4,Zone Industrielle,1992,0,218400
54,2,Zone Industrielle,2023,1,124700
45,1,Quartier Résidentiel,1961,1,203700
55,1,Banlieue Nord,1964,1,158400
80,4,Centre-Ville,1973,0,404700
104,4,Quartier Résidentiel,1993,1,440100
70,2,Banlieue Sud,1998,1,179400
63,2,Quartier Résidentiel,2016,1,360400
33,1,Banlieue Nord,1962,1,122200
167,6,Quartier Résidentiel,2001,0,701600
108,4,Banlieue Nord,1993,0,331600
61,1,Quartier Résidentiel,1952,0,190300
133,4,Banlieue Sud,1986,1,420100
63,2,Quartier Résidentiel,1956,1,205400
30,1,Quartier Résidentiel,1952,0,100700
72,2,Quartier Résidentiel,2010,1,314300
103,4,Centre-Ville,2007,0,613800
46,1,Zone Industrielle,2024,0,99600
93,3,Banlieue Sud,1998,0,245000
178,6,Quartier Résidentiel,2006,0,596600
195,7,Quartier Résidentiel,2022,1,849900
37,1,Banlieue Sud,2022,1,124900
112,3,Quartier Résidentiel,1986,1,421100
93,3,Banlieue Nord,1984,1,304500
30,1,Quartier Résidentiel,1966,0,117000
132,5,Banlieue Sud,1974,1,437400
155,6,Centre-Ville,2011,1,971900
,3,Quartier Résidentiel,1961,1,343400
73,2,Quartier Résidentiel,1966,1,237800
78,2,Banlieue Sud,1988,1,237400
73,2,Quartier Résidentiel,1973,0,227600
49,1,Quartier Résidentiel,2019,1,232600
48,1,Quartier Résidentiel,2009,1,199200
94,4,Banlieue Nord,1992,1,299200
165,5,Zone Industrielle,1973,1,371500
62,2,Banlieue Nord,1954,0,193800
110,4,Quartier Résidentiel,2011,1,470300
58,2,Banlieue Sud,1971,1,161100
88,3,Banlieue Sud,1968,1,196300
79,3,Banlieue Nord,1999,1,233400
35,1,Centre-Ville,1952,1,192700
177,6,Banlieue Nord,1998,1,508400
234,9,Banlieue Nord,1965,1,754100
91,3,Banlieue Sud,1976,1,273400
103,4,Banlieue Nord,1967,0,309500
78,3,Quartier Résidentiel,1970,0,273200
203,8,Banlieue Nord,1994,1,596400
25,1,Banlieue Sud,1974,1,83300
63,3,Zone Industrielle,1995,1,121300
155,6,Centre-Ville,1971,1,872100
68,2,Banlieue Sud,1961,1,204900
77,3,Banlieue Sud,2019,0,216200
85,3,Banlieue Sud,2004,0,243300
84,3,Quartier Résidentiel,2019,1,307700
34,1,Banlieue Nord,2021,1,136000
117,4,Quartier Résidentiel,1993,0,448200
94,4,Quartier Résidentiel,2020,1,430200
135,6,Quartier Résidentiel,1954,1,560900
114,4,Quartier Résidentiel,1993,0,483700
167,7,Centre-Ville,1960,0,811600
55,1,Quartier Résidentiel,1969,0,162500
58,2,Zone Industrielle,1970,1,136400
74,3,Quartier Résidentiel,2020,1,360000
88,4,Banlieue Sud,2010,1,229000
117,4,Centre-Ville,1953,0,586500
194,7,Banlieue Sud,2000,0,478400
59,2,Banlieue Sud,1991,1,177800
103,4,Banlieue Sud,1965,0,220100
44,1,Zone Industrielle,1982,0,100100
59,2,Centre-Ville,2006,0,342500
110,4,Banlieue Sud,1999,1,367200
229,9,Quartier Résidentiel,2002,0,993100
98,4,Centre-Ville,2018,1,624300
68,3,Centre-Ville,1964,1,384700
64,3,Banlieue Nord,1997,1,268500
142,5,Quartier Résidentiel,1965,1,579300
82,3,Quartier Résidentiel,1978,1,343000
70,2,Quartier Résidentiel,2015,1,311300
100,3,Centre-Ville,1961,0,576800
73,3,Banlieue Sud,1980,0,225900
57,3,Quartier Résidentiel,1993,1,215400
194,8,Banlieue Sud,2011,1,651600
99,4,Quartier Résidentiel,1992,0,393800
184,7,Banlieue Sud,1965,1,496800
62,1,Zone Industrielle,1969,1,122100
152,6,Zone Industrielle,1975,1,312900
110,5,Centre-Ville,1958,0,517700
69,3,Banlieue Nord,1955,0,203500
146,5,Banlieue Nord,1984,1,528100
,1,Banlieue Nord,2018,1,164500
130,5,Banlieue Nord,1950,0,338100
115,4,Banlieue Nord,1960,0,327100
109,4,Banlieue Nord,2009,1,315700
206,8,Quartier Résidentiel,2015,1,885000
86,3,Banlieue Sud,1966,1,220700
43,1,Quartier Résidentiel,1999,0,166500
59,1,Centre-Ville,2020,1,380800
130,4,Banlieue Nord,1981,1,437000
82,3,Centre-Ville,2021,0,519500
74,2,Banlieue Nord,1965,1,233800
96,3,Banlieue Nord,2014,1,351600
47,2,Zone Industrielle,1997,0,81100
118,4,Banlieue Nord,2018,1,388600
100,3,Zone Industrielle,1965,0,198800
39,1,Quartier Résidentiel,1971,1,155700
78,3,Banlieue Nord,1989,1,306200
,1,Quartier Résidentiel,1983,0,150400
55,3,Centre-Ville,1968,1,271500
96,3,Centre-Ville,2015,0,605000
41,2,Banlieue Sud,1989,1,117200
80,3,Centre-Ville,1953,1,411600
72,2,Centre-Ville,2006,1,455400
158,6,Banlieue Sud,1957,0,406100
36,1,Banlieue Sud,1957,1,98500
101,4,Banlieue Nord,1994,1,370300
64,2,Banlieue Sud,1988,0,166100
110,4,Centre-Ville,1974,0,640800
111,4,Zone Industrielle,1979,1,274300
56,2,Quartier Résidentiel,1955,1,214000
147,5,Banlieue Sud,1972,0,395100
142,6,Quartier Résidentiel,1973,1,494300
175,7,Banlieue Nord,2001,1,481200
,7,Zone Industrielle,1983,1,366200
201,7,Quartier Résidentiel,1980,1,879500
162,6,Quartier Résidentiel,1972,1,599800
228,8,Banlieue Nord,1989,0,763300
102,4,Banlieue Nord,2021,0,348200
290,10,Zone Industrielle,1962,1,572000
89,3,Banlieue Nord,2010,0,275800
91,2,Banlieue Sud,1974,1,248500
444,10,Zone Industrielle,1982,1,808700
85,2,Quartier Résidentiel,1963,0,356400
53,2,Zone Industrielle,1967,1,110600
83,2,Zone Industrielle,1964,1,154900
30,1,Quartier Résidentiel,2001,1,148800
142,6,Banlieue Nord,2021,1,550200
86,3,Quartier Résidentiel,2023,1,349500
75,2,Zone Industrielle,1971,0,150500
109,4,Banlieue Nord,2005,0,340600
189,7,Quartier Résidentiel,1965,1,774700
97,4,Centre-Ville,2003,1,596000
69,2,Quartier Résidentiel,2012,0,275500
121,5,Quartier Résidentiel,1979,1,505700
59,2,Zone Industrielle,2011,1,138500
159,6,Banlieue Sud,1972,0,381100
143,6,Quartier Résidentiel,2020,1,636800
,2,Banlieue Nord,2002,0,198500
46,1,Banlieue Nord,2020,1,163300
114,4,Banlieue Nord,1953,0,381400
152,5,Banlieue Sud,1975,1,391100
176,6,Banlieue Sud,1976,1,559200
96,3,Banlieue Sud,1993,0,253000
84,2,Banlieue Sud,1990,0,222100
83,2,Zone Industrielle,1998,1,188500
68,2,Quartier Résidentiel,1984,0,234800
73,3,Banlieue Nord,2006,1,237800
63,2,Centre-Ville,1993,1,367600
57,1,Quartier Résidentiel,1983,1,247800
92,3,Banlieue Sud,2004,0,272500
330,10,Quartier Résidentiel,1964,0,1319600
42,1,Banlieue Sud,2010,0,119100
40,1,Banlieue Sud,1971,1,125800
43,1,Banlieue Nord,1989,1,157900
91,2,Banlieue Nord,1993,1,304600
30,1,Banlieue Nord,2001,1,128600
85,3,Centre-Ville,1973,0,402700
70,2,Banlieue Sud,2019,1,225200
67,3,Quartier Résidentiel,1982,0,224900
186,7,Banlieue Nord,1961,0,473900
183,7,Zone Industrielle,1999,1,349300
146,5,Centre-Ville,2017,0,764400
45,2,Centre-Ville,1999,0,240100
107,3,Quartier Résidentiel,1950,1,366200
110,3,Quartier Résidentiel,2014,0,453300
139,5,Quartier Résidentiel,1974,0,487200
53,2,Quartier Résidentiel,1998,1,2197000
125,4,Centre-Ville,2013,0,751300
134,6,Banlieue Nord,1978,1,399500
66,1,Banlieue Nord,1960,0,175800
64,2,Banlieue Nord,1997,0,202800
151,6,Banlieue Sud,1968,0,416400
128,5,Quartier Résidentiel,2009,0,595300
56,1,Centre-Ville,1953,0,288900
75,3,Zone Industrielle,2022,0,131700
52,2,Quartier Résidentiel,1974,1,212100
46,1,Zone Industrielle,2011,1,96300
40,1,Centre-Ville,2020,1,240300
140,5,Banlieue Sud,1996,0,421200
125,5,Banlieue Sud,1962,1,325000
41,1,Banlieue Nord,1985,0,134500
69,2,Banlieue Nord,1961,0,213100
62,2,Quartier Résidentiel,2021,0,281600
48,1,Quartier Résidentiel,1998,1,198900
71,2,Centre-Ville,1978,0,375700
88,3,Quartier Résidentiel,2021,0,348200
,3,Banlieue Sud,2005,1,292300
82,3,Quartier Résidentiel,2001,0,288600
196,7,Banlieue Nord,1973,0,599100
102,3,Banlieue Sud,2023,1,312400
121,5,Banlieue Nord,2018,1,366100
188,7,Centre-Ville,2023,0,1168900
121,5,Quartier Résidentiel,1981,1,527300
94,3,Banlieue Sud,1995,0,261300
83,3,Banlieue Nord,2018,0,249000
177,7,Centre-Ville,2015,1,1063900
132,5,Banlieue Sud,1996,1,334400
104,3,Banlieue Sud,1997,1,306800
80,3,Banlieue Sud,1955,0,201100
422,10,Banlieue Nord,1981,1,1189500
89,3,Banlieue Sud,1989,0,242300
66,3,Centre-Ville,2008,1,323300
133,5,Quartier Résidentiel,2010,1,600800
130,4,Banlieue Nord,1993,1,362800
105,4,Banlieue Nord,2007,1,328900
47,2,Banlieue Sud,2000,0,101200
129,4,Banlieue Nord,2002,1,452300
83,3,Quartier Résidentiel,2014,1,336600
100,4,Centre-Ville,1979,0,489200
219,8,Banlieue Sud,1986,0,585300
166,6,Centre-Ville,1995,1,997800
116,4,Banlieue Sud,1991,0,327800
54,3,Quartier Résidentiel,1977,0,224300
115,4,Banlieue Sud,1973,1,313600
87,3,Quartier Résidentiel,1951,1,335000
75,2,Quartier Résidentiel,2007,0,294300
34,1,Quartier Résidentiel,2000,0,155800
133,6,Banlieue Nord,2010,1,419500
69,2,Banlieue Nord,2021,1,196000
70,2,Quartier Résidentiel,1954,1,239600
33,1,Banlieue Sud,2010,0,100200
57,2,Quartier Résidentiel,1956,0,190100
134,4,Banlieue Nord,1987,0,348000
40,1,Quartier Résidentiel,2019,1,161200
27,1,Quartier Résidentiel,1964,1,136400
57,1,Banlieue Sud,1977,0,148000
84,3,Banlieue Sud,2002,0,199800
47,2,Banlieue Sud,1954,0,119000
41,1,Quartier Résidentiel,1983,1,165400
110,5,Banlieue Sud,1980,1,317000
102,4,Banlieue Sud,1959,1,217400
61,2,Banlieue Sud,1976,1,173300
61,2,Banlieue Sud,2018,1,204800
127,5,Quartier Résidentiel,1988,0,390600
71,2,Zone Industrielle,1984,1,150700
,5,Quartier Résidentiel,1994,1,619400
131,5,Banlieue Sud,1993,0,359000
85,3,Banlieue Nord,1996,1,287700
55,2,Banlieue Nord,2013,0,176500
67,2,Banlieue Sud,1963,0,181400
215,8,Zone Industrielle,2015,1,375700
142,5,Centre-Ville,2005,0,772600
76,3,Centre-Ville,1989,1,425900
60,2,Zone Industrielle,1977,1,125100
136,5,Banlieue Sud,1982,0,361100
96,3,Banlieue Nord,1990,1,312700
105,4,Quartier Résidentiel,1972,1,416000
87,3,Quartier Résidentiel,2000,0,325700
62,2,Quartier Résidentiel,2001,0,215300
35,2,Banlieue Sud,1954,0,89500
99,4,Banlieue Sud,1988,0,250100
254,10,Centre-Ville,2022,1,1399900
83,3,Banlieue Nord,1965,0,239200
123,4,Banlieue Nord,1973,1,319700
114,4,Banlieue Nord,1959,0,332000
,1,Banlieue Nord,1983,1,210100
124,4,Banlieue Nord,1979,0,389800
206,8,Centre-Ville,2001,0,1196200
64,2,Centre-Ville,1960,0,413600
83,3,Quartier Résidentiel,1966,1,341900
114,4,Centre-Ville,2002,1,592300
72,2,Banlieue Sud,2012,0,173200
119,4,Banlieue Nord,1958,1,322300
71,3,Quartier Résidentiel,1954,1,286800
120,5,Quartier Résidentiel,1956,1,470400
138,5,Quartier Résidentiel,1996,0,503300
,2,Banlieue Nord,2017,1,216900
208,8,Banlieue Sud,1971,0,591700
70,2,Centre-Ville,1979,1,385600
73,3,Banlieue Sud,1988,0,237400
,3,Zone Industrielle,2021,1,232100
50,2,Quartier Résidentiel,1996,1,185400
46,1,Quartier Résidentiel,1952,1,180200
300,10,Banlieue Nord,1967,0,865900
105,3,Banlieue Sud,1973,0,261600
69,2,Centre-Ville,2024,1,465200
199,7,Zone Industrielle,1977,1,468300
25,1,Quartier Résidentiel,1997,1,109500
54,2,Banlieue Nord,1960,1,155800
169,6,Banlieue Nord,1999,0,406800
162,5,Centre-Ville,2013,0,1021700
83,2,Centre-Ville,1994,0,441500
36,1,Banlieue Sud,2004,1,97400
234,8,Quartier Résidentiel,1965,1,854600
241,10,Zone Industrielle,1993,0,621600
48,2,Banlieue Nord,1999,0,131100
97,4,Quartier Résidentiel,2012,1,331000
81,3,Quartier Résidentiel,1959,1,297000
75,2,Quartier Résidentiel,2004,1,321500
60,2,Quartier Résidentiel,1973,1,234100
55,2,Banlieue Nord,2020,1,192400
,3,Banlieue Nord,2020,0,275400
243,9,Quartier Résidentiel,2000,1,878600
76,3,Banlieue Sud,1981,1,226300
134,5,Banlieue Sud,2021,0,365400
85,3,Quartier Résidentiel,1985,0,310600
59,2,Quartier Résidentiel,2017,1,320300
71,2,Banlieue Sud,1982,0,207900
100,3,Centre-Ville,1952,1,491800
26,1,Centre-Ville,1956,1,180000
137,5,Banlieue Sud,1961,1,360900
109,3,Quartier Résidentiel,2022,1,572900
136,5,Banlieue Sud,1997,1,336300
88,4,Quartier Résidentiel,1957,0,275000
141,5,Banlieue Sud,2012,0,428200
128,5,Quartier Résidentiel,1979,0,515500
106,4,Banlieue Sud,1965,1,273500
119,4,Banlieue Nord,1964,1,388700
46,1,Banlieue Sud,1956,1,142900
42,1,Banlieue Nord,2013,0,130800
145,5,Banlieue Nord,2002,1,507100
82,3,Quartier Résidentiel,1991,1,369100
165,6,Banlieue Sud,1992,0,402000
66,2,Banlieue Sud,1966,1,222800
97,3,Banlieue Sud,1982,1,258000
65,3,Banlieue Nord,1990,1,222800
98,4,Banlieue Nord,2020,1,347100
91,2,Banlieue Sud,2022,0,237700
61,2,Banlieue Sud,2021,0,137100
55,2,Quartier Résidentiel,2016,0,213700
99,3,Centre-Ville,1980,1,543900
57,2,Banlieue Sud,1962,0,133100
,2,Centre-Ville,2010,0,342900
96,3,Centre-Ville,2018,1,522800
64,3,Banlieue Sud,1981,0,187600
65,2,Banlieue Nord,1992,1,203200
63,1,Quartier Résidentiel,2009,0,303400
58,1,Banlieue Sud,1988,0,144100
40,1,Centre-Ville,1965,1,216200
60,2,Banlieue Sud,1959,0,153500
103,4,Banlieue Nord,1959,1,324700
201,8,Quartier Résidentiel,1963,0,720000
112,3,Banlieue Nord,1977,1,385400
168,6,Banlieue Sud,1973,1,438500
71,3,Banlieue Sud,1983,0,176300
138,5,Quartier Résidentiel,1985,0,587400
72,2,Quartier Résidentiel,1970,1,298700
56,2,Quartier Résidentiel,1979,0,261800
60,2,Banlieue Nord,1972,0,173200
117,5,Zone Industrielle,2024,1,237400
29,1,Banlieue Sud,1977,0,71000
109,4,Banlieue Nord,1999,1,358200
32,1,Centre-Ville,1975,1,149600
139,4,Quartier Résidentiel,1975,0,553100
160,6,Banlieue Sud,2004,1,434400
100,3,Quartier Résidentiel,1976,1,408100
40,2,Quartier Résidentiel,1996,0,133700
171,6,Zone Industrielle,2003,0,347600
104,4,Banlieue Nord,1955,1,314300
195,7,Centre-Ville,2002,1,1103300
52,1,Banlieue Sud,1980,1,162600
41,2,Banlieue Sud,2020,0,110100
35,1,Zone Industrielle,1976,0,56900
177,7,Quartier Résidentiel,2016,0,856000
155,6,Banlieue Nord,2009,1,486500
121,5,Quartier Résidentiel,1959,1,471700
69,2,Banlieue Sud,2021,1,193900
76,3,Banlieue Sud,1987,1,234400
91,4,Quartier Résidentiel,1983,0,377800
46,2,Zone Industrielle,2014,1,124200
26,1,Banlieue Nord,1966,0,77900
,2,Quartier Résidentiel,1975,0,128900
192,7,Quartier Résidentiel,2005,1,680400
51,1,Centre-Ville,1968,0,298500
108,3,Quartier Résidentiel,2023,1,499000
119,4,Quartier Résidentiel,1973,1,409000
52,2,Banlieue Nord,1987,1,138100
48,2,Quartier Résidentiel,1995,1,2398000
97,4,Banlieue Nord,1988,1,255600
128,4,Zone Industrielle,1994,1,274200
119,4,Banlieue Sud,1957,1,339200
33,1,Centre-Ville,1965,1,203100
125,5,Quartier Résidentiel,1990,1,491000
33,1,Banlieue Nord,1993,1,128000
68,2,Quartier Résidentiel,1957,1,290800
173,6,Quartier Résidentiel,1988,0,678200
84,3,Banlieue Sud,2023,1,278700
122,3,Banlieue Nord,1970,1,383200
88,3,Centre-Ville,2003,0,435100
78,2,Centre-Ville,1997,0,440400
246,9,Banlieue Nord,1999,1,769000
172,6,Quartier Résidentiel,1968,0,619800
79,3,Banlieue Sud,2018,1,266200
,2,Banlieue Sud,1992,1,128400
70,3,Quartier Résidentiel,2002,0,265600
128,5,Banlieue Sud,1950,1,294000
90,3,Banlieue Nord,2015,1,313900
,1,Banlieue Sud,1951,1,95400
104,3,Quartier Résidentiel,2005,1,405800
52,2,Quartier Résidentiel,1951,1,192500
,1,Quartier Résidentiel,2013,0,114200
148,6,Quartier Résidentiel,1964,0,488200
67,3,Centre-Ville,2014,0,359700
159,5,Banlieue Sud,2024,0,473000
90,3,Banlieue Sud,1955,1,206800
40,1,Banlieue Nord,1961,1,126000
93,3,Centre-Ville,2014,0,627500
42,1,Banlieue Nord,1955,1,132000
102,4,Banlieue Nord,2011,1,356500
78,3,Centre-Ville,1955,1,389600
26,1,Banlieue Nord,2007,0,85100
65,1,Quartier Résidentiel,2002,1,291500
63,2,Banlieue Sud,1991,0,182400
41,1,Quartier Résidentiel,1982,1,170400
80,3,Quartier Résidentiel,1980,0,290500
36,2,Quartier Résidentiel,2018,1,157400
89,4,Quartier Résidentiel,2023,1,414700
77,2,Quartier Résidentiel,1973,1,326200
73,2,Centre-Ville,2017,1,503400
224,9,Centre-Ville,1951,1,1104900
112,4,Quartier Résidentiel,2020,0,428200
96,3,Quartier Résidentiel,2012,1,419200
124,4,Zone Industrielle,1977,0,244800
89,3,Banlieue Sud,1995,0,259500
196,7,Banlieue Sud,1964,0,512000
72,2,Quartier Résidentiel,1975,1,283800
48,2,Quartier Résidentiel,2018,0,211700
59,2,Banlieue Nord,1955,1,204800
103,4,Quartier Résidentiel,1984,1,366600
35,1,Banlieue Sud,2013,1,132400
32,1,Centre-Ville,1988,1,173400
39,1,Quartier Résidentiel,1950,1,161800
107,4,Banlieue Sud,2009,0,349100
75,3,Centre-Ville,1961,1,405300
40,1,Quartier Résidentiel,1965,0,154700
83,3,Quartier Résidentiel,1962,0,328400
96,3,Quartier Résidentiel,2006,1,447800
196,7,Banlieue Sud,1961,1,511500
57,2,Quartier Résidentiel,1971,1,230500
59,3,Quartier Résidentiel,2010,0,235000
206,6,Zone Industrielle,1986,1,406200
94,3,Quartier Résidentiel,1956,1,288500
63,3,Quartier Résidentiel,2024,0,283200
40,2,Zone Industrielle,1996,1,91700
120,3,Banlieue Sud,2020,1,384000
29,1,Quartier Résidentiel,1976,0,100200
96,4,Banlieue Nord,1977,0,292200
125,6,Centre-Ville,2007,1,666300
94,3,Banlieue Sud,2016,1,268900
75,2,Banlieue Sud,2020,0,211300
28,1,Quartier Résidentiel,1952,0,99200
148,4,Quartier Résidentiel,1958,1,507400
86,3,Banlieue Sud,2020,1,252000
68,3,Banlieue Sud,1984,1,215500
45,1,Quartier Résidentiel,2000,1,211100
,2,Banlieue Sud,1986,0,238300
62,1,Banlieue Sud,1963,0,164800
68,2,Quartier Résidentiel,1978,0,238200
60,2,Quartier Résidentiel,1999,1,284900
137,6,Banlieue Sud,1965,0,433200
82,3,Quartier Résidentiel,1975,1,333200
68,2,Banlieue Nord,2013,1,226800
92,2,Banlieue Sud,1997,1,280400
237,9,Banlieue Sud,2019,1,816700
103,3,Quartier Résidentiel,1987,0,472200
58,2,Zone Industrielle,2006,1,147200
81,3,Quartier Résidentiel,1966,1,297900
66,3,Quartier Résidentiel,1962,1,282000
52,1,Banlieue Nord,1960,1,155100
93,4,Banlieue Nord,1993,0,292300
59,1,Centre-Ville,2017,1,346800
24,1,Banlieue Sud,1971,1,87600
86,3,Quartier Résidentiel,1993,1,333900
87,3,Banlieue Nord,1990,1,242800
171,6,Centre-Ville,2016,1,998000
82,4,Quartier Résidentiel,1973,1,313600
196,7,Banlieue Nord,2000,0,768400
45,2,Quartier Résidentiel,1963,0,154500
104,4,Banlieue Nord,1985,1,276300
94,3,Quartier Résidentiel,1982,0,355800
57,2,Banlieue Sud,1959,1,174100
140,5,Banlieue Sud,1979,1,395200
167,6,Quartier Résidentiel,1965,0,661700
97,4,Quartier Résidentiel,2007,0,437300
192,8,Banlieue Nord,1954,0,542300
121,4,Banlieue Nord,2005,1,375900
54,1,Zone Industrielle,1952,1,125900
119,5,Quartier Résidentiel,1992,1,506500
129,5,Quartier Résidentiel,2012,1,512200
22,1,Banlieue Nord,1987,1,79600
69,2,Banlieue Sud,1992,1,222600
54,2,Centre-Ville,1996,0,302000
86,3,Banlieue Sud,1986,0,235700
97,3,Banlieue Nord,2001,1,359900
36,1,Quartier Résidentiel,1963,1,156400
99,3,Banlieue Sud,1952,1,304100
155,5,Quartier Résidentiel,1992,0,617200
123,5,Banlieue Sud,2011,1,351500
116,3,Banlieue Nord,1961,1,359200
85,3,Zone Industrielle,1964,0,131300
109,4,Quartier Résidentiel,2012,1,438500
102,3,Banlieue Nord,2020,0,326300
72,2,Zone Industrielle,1951,1,109700
74,3,Quartier Résidentiel,1989,0,279000
75,2,Banlieue Nord,1959,1,278700
172,7,Quartier Résidentiel,2022,1,792300
80,3,Banlieue Sud,2008,1,267000
121,4,Quartier Résidentiel,1996,0,404700
237,9,Banlieue Nord,1987,1,623000
50,2,Banlieue Nord,1963,1,169300
76,3,Zone Industrielle,1966,0,136000
35,1,Zone Industrielle,2000,1,85600
69,3,Quartier Résidentiel,2020,1,286700
143,5,Banlieue Sud,2023,0,458900
99,3,Quartier Résidentiel,1965,0,417000
134,5,Banlieue Nord,2009,1,455400
307,10,Banlieue Nord,2007,1,969900
